Ensembl_id chr start end gene order expression
ENSMUST00000158770.1 1 32726638 32726930 Gm23024 839 0
ENSMUST00000194631.1 1 32967483 32972490 Gm37151 840 0
ENSMUST00000186430.1 1 33028159 33030290 Gm28624 841 0
ENSMUST00000195240.1 1 33065129 33066350 Gm37724 842 0
ENSMUST00000190159.1 1 33100906 33102695 Gm7114 843 0
ENSMUST00000191025.1 1 33108904 33109655 Gm4785 844 0
ENSMUST00000158125.1 1 33191992 33192102 Gm24901 845 0
ENSMUST00000193283.1 1 33212773 33215475 Gm37591 846 0
ENSMUST00000187673.2 1 33235938 33237631 Gm2987 847 0
ENSMUST00000083289.1 1 33293675 33293775 Gm25792 848 0
ENSMUST00000189104.2 1 33315669 33316582 Gm18799 849 0
ENSMUST00000191215.2 1 33371330 33373585 Gm7933 850 0
ENSMUST00000083326.1 1 33422732 33422838 Gm23453 851 0
ENSMUST00000027312.10 1 33453809 33669795 Prim2 852 0
ENSMUST00000185489.1 1 33482100 33482518 Gm29228 854 0
ENSMUST00000192891.1 1 33613757 33616832 Gm37618 855 0
ENSMUST00000185377.1 1 33657780 33658108 Gm17813 857 0
ENSMUST00000191779.1 1 33669823 33670712 1700001G17Rik 858 0
ENSMUST00000193126.1 1 33671914 33674228 Gm38173 860 0
ENSMUST00000195006.5 1 33719886 33723837 Rab23 861 0
ENSMUST00000044691.8 1 33745483 33757795 Bag2 871 0
ENSMUST00000195310.1 1 33748006 33748347 Gm37905 874 0
ENSMUST00000139143.7 1 33761544 33814385 Zfp451 876 0
ENSMUST00000117459.2 1 33836123 33838680 Gm15455 885 0
ENSMUST00000115161.7 1 33852051 33907768 Bend6 886 0
ENSMUST00000195730.1 1 33889489 33891117 Gm37067 892 0
ENSMUST00000183034.4 1 33908224 34307592 Dst 893 0
ENSMUST00000193333.1 1 33922454 33924838 Gm37354 894 0
ENSMUST00000190740.1 1 33963351 33963685 Gm28631 895 0
ENSMUST00000122557.1 1 33981409 33981502 Gm23792 896 0
ENSMUST00000194178.1 1 34032099 34033797 Gm38157 904 0
ENSMUST00000198033.1 1 34117358 34117431 Mir6896 907 0
ENSMUST00000181692.2 1 34165855 34178271 Gm26788 913 0
ENSMUST00000194920.1 1 34269881 34271128 A930005N03Rik 918 0
ENSMUST00000193131.1 1 34329432 34330307 Gm37958 922 0
ENSMUST00000195223.1 1 34350774 34351161 Gm37385 923 0
ENSMUST00000187302.1 1 34367370 34369003 Gm5266 924 0
ENSMUST00000186409.1 1 34415049 34415878 Gm3052 925 0
ENSMUST00000192173.1 1 34427001 34433264 Gm37233 927 0
ENSMUST00000175111.1 1 34433120 34433199 Mir5103 928 0
ENSMUST00000042493.9 1 34436669 34439672 Ccdc115 929 0
ENSMUST00000191315.1 1 34439510 34444730 Gm28306 931 0
ENSMUST00000027303.13 1 34439850 34449356 Imp4 932 0
ENSMUST00000185610.1 1 34459761 34461056 Ptpn18 940 0
ENSMUST00000191357.2 1 34468833 34470434 Gm28417 945 0
ENSMUST00000188292.6 1 34477166 34485611 4930568A12Rik 950 0
ENSMUST00000027299.9 1 34498409 34503063 Prss39 952 0
ENSMUST00000188334.1 1 34523715 34524007 Gm28416 954 0
ENSMUST00000027298.4 1 34535647 34544313 Cfc1 955 0
ENSMUST00000189108.1 1 34538085 34538560 Gm28419 956 0
ENSMUST00000115071.3 1 34543967 34560943 Prss40 957 0
ENSMUST00000186712.1 1 34579201 34579711 1700101I19Rik 960 0
ENSMUST00000052670.10 1 34579656 34590944 Amer3 962 0
ENSMUST00000186179.1 1 34607296 34607719 Gm28418 963 0
ENSMUST00000192770.1 1 34610571 34610806 Gm36984 964 0
ENSMUST00000192986.1 1 34610907 34612303 Gm29730 965 0
ENSMUST00000195095.1 1 34635543 34636189 AA619741 966 0
ENSMUST00000159747.8 1 34678187 34812739 Arhgef4 967 0
ENSMUST00000192878.1 1 34752774 34752922 Gm37224 970 0
ENSMUST00000194977.1 1 34753122 34753477 Gm37845 971 0
ENSMUST00000193040.2 1 34809359 34811908 Gm38336 977 0
ENSMUST00000167518.7 1 34813218 34843050 Fam168b 978 0
ENSMUST00000192924.1 1 34823524 34826560 Gm37127 985 0
ENSMUST00000156687.7 1 34849975 34873956 Plekhb2 987 0
ENSMUST00000193847.1 1 34928508 34930645 Gm19430 991 0
ENSMUST00000193622.1 1 34969626 34969855 Gm37670 992 0
ENSMUST00000191672.1 1 34970064 34970500 Gm8009 993 0
ENSMUST00000192315.1 1 34985655 34985890 Gm38027 994 0
ENSMUST00000104043.1 1 35178955 35179084 Gm25096 995 0
ENSMUST00000195168.1 1 35625605 35651297 Gm37068 996 0
ENSMUST00000082667.1 1 35761601 35761706 Gm25634 997 0
ENSMUST00000187528.1 1 35806973 35810462 Gm28415 998 0
ENSMUST00000194261.1 1 35879844 35881119 1110002O04Rik 999 0
ENSMUST00000191763.1 1 35958918 35959822 Gm8022 1000 0
ENSMUST00000192572.1 1 35981959 35986373 Gm37146 1001 0
ENSMUST00000193725.1 1 36002984 36011044 Gm33222 1002 0
ENSMUST00000192017.1 1 36011071 36011894 4930535G08Rik 1004 0
ENSMUST00000195698.1 1 36029646 36031018 Gm38049 1005 0
ENSMUST00000088174.3 1 36068399 36106446 Hs6st1 1006 0
ENSMUST00000192656.1 1 36105383 36106446 Gm37335 1008 0
ENSMUST00000193983.1 1 36132041 36138746 Gm33280 1009 0
ENSMUST00000046875.13 1 36140026 36244305 Uggt1 1010 0
ENSMUST00000184790.1 1 36144251 36144313 Mir6897 1013 0
ENSMUST00000056946.7 1 36264596 36273435 Neurl3 1022 0
ENSMUST00000126413.7 1 36307732 36319203 Arid5a 1024 0
ENSMUST00000192234.1 1 36332707 36333420 4930403P22Rik 1039 0
ENSMUST00000185912.6 1 36335729 36369157 Kansl3 1040 0
ENSMUST00000184898.1 1 36348681 36348758 Mir6898 1044 0
ENSMUST00000179162.6 1 36372290 36422107 Fer1l5 1050 0
ENSMUST00000192969.5 1 36419870 36439668 Lman2l 1053 0
ENSMUST00000153128.1 1 36471619 36508764 Cnnm4 1061 0
ENSMUST00000193157.1 1 36473951 36476110 Gm37909 1063 0
ENSMUST00000200651.1 1 36506561 36506702 Gm47280 1064 0
ENSMUST00000001166.13 1 36511866 36528237 Cnnm3 1065 0
ENSMUST00000192037.1 1 36527533 36528237 Gm38033 1070 0
ENSMUST00000193083.5 1 36530187 36536521 Ankrd23 1071 0
ENSMUST00000191849.5 1 36530192 36539358 Gm42417 1072 0
ENSMUST00000207843.1 1 36537506 36547219 Ankrd39 1077 0
ENSMUST00000191677.5 1 36548638 36558349 Sema4c 1083 0
ENSMUST00000194426.1 1 36557700 36559667 D430040D24Rik 1091 0
ENSMUST00000170295.7 1 36562691 36683183 Fam178b 1093 0
ENSMUST00000161062.1 1 36601801 36602146 Gm6428 1101 0
ENSMUST00000104746.1 1 36663964 36664039 Gm24133 1102 0
ENSMUST00000081180.6 1 36691448 36693386 Cox5b 1103 0
ENSMUST00000043951.9 1 36698113 36710008 Actr1b 1109 0
ENSMUST00000192873.2 1 36710148 36733881 4933424G06Rik 1116 0
ENSMUST00000193853.1 1 36739047 36744792 Gm33533 1119 0
ENSMUST00000027291.6 1 36761797 36782818 Zap70 1121 0
ENSMUST00000181035.1 1 36764862 36765172 Gm18828 1122 0
ENSMUST00000027290.11 1 36792190 36939527 Tmem131 1127 0
ENSMUST00000192008.1 1 36871902 36872045 Gm37506 1135 0
ENSMUST00000194317.1 1 36913600 36916539 Gm38115 1136 0
ENSMUST00000194249.1 1 36922796 36926348 F830112A20Rik 1137 0
ENSMUST00000116168.3 1 36957929 36958427 Rpl12-ps1 1138 0
ENSMUST00000177688.1 1 37005438 37005557 n-R5s210 1139 0
ENSMUST00000117172.8 1 37026595 37076996 Vwa3b 1140 0
ENSMUST00000195303.1 1 37132272 37133264 Gm37020 1149 0
ENSMUST00000191981.5 1 37214433 37241940 Cnga3 1153 0
ENSMUST00000192404.1 1 37299351 37299697 1700074A21Rik 1157 0
ENSMUST00000146676.1 1 37299864 37348512 Inpp4a 1158 0
ENSMUST00000137241.1 1 37329666 37334156 4930439A04Rik 1164 0
ENSMUST00000192652.1 1 37330970 37331504 Gm37135 1165 0
ENSMUST00000027286.6 1 37417083 37430103 Coa5 1174 0
ENSMUST00000114925.9 1 37430138 37438984 Unc50 1176 0
ENSMUST00000042161.14 1 37439339 37536235 Mgat4a 1183 0
ENSMUST00000192316.1 1 37485850 37488605 4930594C11Rik 1189 0
ENSMUST00000151866.1 1 37487192 37488982 Gm43213 1190 0
ENSMUST00000160023.5 1 37611676 37625242 2010300C02Rik 1193 0
ENSMUST00000160659.1 1 37614258 37615372 4930556I23Rik 1195 0
ENSMUST00000192005.1 1 37660721 37662647 4930470B04Rik 1197 0
ENSMUST00000192480.1 1 37694446 37696664 Gm19863 1198 0
ENSMUST00000041815.14 1 37754775 37865079 Tsga10 1199 0
ENSMUST00000181885.1 1 37865298 37871388 Gm26805 1207 0
ENSMUST00000128085.1 1 37871737 37875343 Lipt1 1208 0
ENSMUST00000139725.7 1 37874800 37890407 Mitd1 1212 0
ENSMUST00000027256.11 1 37890476 37898535 Mrpl30 1217 0
ENSMUST00000078307.6 1 37905922 37916493 Lyg2 1224 0
ENSMUST00000129513.1 1 37933595 37954136 Gm15457 1225 0
ENSMUST00000144184.1 1 37946735 37948999 Lyg1 1226 0
ENSMUST00000158516.1 1 37973966 37974203 Gm23409 1229 0
ENSMUST00000162031.7 1 37985188 37997315 Txndc9 1230 0
ENSMUST00000027252.7 1 37998009 38055579 Eif5b 1238 0
ENSMUST00000027251.11 1 38052785 38129662 Rev1 1243 0
ENSMUST00000195028.1 1 38076294 38077305 Gm37062 1250 0
ENSMUST00000194892.1 1 38132082 38159892 Gm5099 1255 0
ENSMUST00000095027.8 1 38177325 38627185 Aff3 1256 0
ENSMUST00000127620.1 1 38235419 38245603 Gm16150 1260 0
ENSMUST00000129696.1 1 38307901 38311930 Gm16151 1262 0
ENSMUST00000143261.7 1 38384948 38393974 Gm16152 1264 0
ENSMUST00000195175.1 1 38487518 38488047 Gm34727 1266 0
ENSMUST00000195068.1 1 38722619 38723121 Gm38135 1268 0
ENSMUST00000192930.1 1 38767183 38767686 2610300A13Rik 1269 0
ENSMUST00000147695.8 1 38793644 38836711 Lonrf2 1270 0
ENSMUST00000027249.11 1 38863866 38898010 Chst10 1273 0
ENSMUST00000195309.1 1 38884753 38888072 Gm37707 1279 0
ENSMUST00000193251.1 1 38907944 38908716 Gm6621 1282 0
ENSMUST00000088029.7 1 38939148 38950276 Nms 1283 0
ENSMUST00000027247.10 1 38985607 38997238 Pdcl3 1285 0
ENSMUST00000194994.1 1 38992677 38994316 Gm37309 1288 0
ENSMUST00000195476.1 1 39048647 39057637 Gm37821 1290 0
ENSMUST00000195455.1 1 39081251 39083338 Gm37091 1291 0
ENSMUST00000184059.1 1 39186895 39186992 Mir6349 1292 0
ENSMUST00000173050.7 1 39193730 39287615 Npas2 1293 0
ENSMUST00000174365.1 1 39276282 39276565 Gm20428 1295 0
ENSMUST00000173076.1 1 39314898 39315453 Gm3617 1296 0
ENSMUST00000086535.11 1 39367841 39371911 Rpl31 1298 0
ENSMUST00000054462.10 1 39371491 39478755 Tbc1d8 1304 0
ENSMUST00000191698.1 1 39419047 39419932 Gm37265 1309 0
ENSMUST00000083695.2 1 39519532 39519747 Gm24826 1310 0
ENSMUST00000161515.7 1 39534991 39546889 Cnot11 1312 0
ENSMUST00000146314.1 1 39547569 39552002 Gm15832 1316 0
ENSMUST00000104516.1 1 39548744 39548854 Snord89 1317 0
ENSMUST00000062525.10 1 39551295 39577405 Rnf149 1318 0
ENSMUST00000083002.1 1 39573745 39573875 Gm23722 1322 0
ENSMUST00000195631.1 1 39597416 39598005 Gm5100 1323 0
ENSMUST00000053355.5 1 39618405 39651474 Creg2 1324 0
ENSMUST00000181841.1 1 39650175 39657390 D930019O06Rik 1325 0
ENSMUST00000151913.2 1 39665300 39720997 Rfx8 1326 0
ENSMUST00000171319.3 1 39804147 39805332 Gm3646 1328 0
ENSMUST00000187091.6 1 39839174 39845699 1700066B17Rik 1329 0
ENSMUST00000163854.8 1 39900912 40026310 Map4k4 1332 0
ENSMUST00000193054.1 1 40049038 40050368 4930456G14Rik 1350 0
ENSMUST00000191671.5 1 40074078 40112136 Il1r2 1351 0
ENSMUST00000181756.2 1 40076227 40085851 Gm16894 1352 0
ENSMUST00000193969.1 1 40088510 40091581 Gm37347 1356 0
ENSMUST00000027241.10 1 40225079 40317257 Il1r1 1357 0
ENSMUST00000191850.1 1 40238019 40244499 Gm38070 1358 0
ENSMUST00000192551.1 1 40324609 40329441 Il1rl2 1361 0
ENSMUST00000192199.1 1 40353851 40354536 Gm17970 1365 0
ENSMUST00000174335.7 1 40429569 40446723 Il1rl1 1366 0
ENSMUST00000167723.7 1 40465551 40491578 Il18r1 1371 0
ENSMUST00000027237.11 1 40515361 40551705 Il18rap 1377 0
ENSMUST00000193927.1 1 40572187 40580662 Gm35801 1381 0
ENSMUST00000027233.8 1 40580080 40630725 Slc9a4 1383 0
ENSMUST00000192078.1 1 40582894 40586841 Gm37435 1385 0
ENSMUST00000027231.12 1 40680573 40769273 Slc9a2 1388 0
ENSMUST00000193691.1 1 40691441 40697636 Gm37623 1390 0
ENSMUST00000195134.1 1 40771384 40785343 Gm37915 1392 0
ENSMUST00000039672.5 1 40772037 40790663 Mfsd9 1393 0
ENSMUST00000114765.3 1 40805600 40856887 Tmem182 1396 0
ENSMUST00000178542.2 1 40863736 40864232 Gm5973 1397 0
ENSMUST00000194002.1 1 41167586 41181252 4930448I06Rik 1398 0
ENSMUST00000191087.1 1 41526930 41529543 Gm28634 1399 0
ENSMUST00000186391.1 1 41781807 41939560 Gm29260 1400 0
ENSMUST00000191574.1 1 42103288 42104333 Gm5267 1402 0
ENSMUST00000191297.1 1 42179289 42180388 Gm8176 1403 0
ENSMUST00000066196.1 1 42229725 42231108 Gm9915 1404 0
ENSMUST00000191125.1 1 42238232 42238695 Gm29664 1406 0
ENSMUST00000189138.1 1 42261854 42262253 Gm28175 1407 0
ENSMUST00000190148.1 1 42324589 42355937 Gm28140 1409 0
ENSMUST00000191992.1 1 42491812 42495663 Gm37047 1410 0
ENSMUST00000181660.7 1 42590781 42694808 Pantr1 1411 0
ENSMUST00000191831.1 1 42651725 42652401 4930420N18Rik 1421 0
ENSMUST00000199521.4 1 42694924 42740968 Gm20646 1424 0
ENSMUST00000054883.3 1 42695767 42703176 Pou3f3 1426 0
ENSMUST00000180589.1 1 42707060 42713454 Pantr2 1427 0
ENSMUST00000188773.1 1 42750711 42752881 Dalir 1429 0
ENSMUST00000057208.12 1 42851232 42905682 Mrps9 1430 0
ENSMUST00000104260.1 1 42866684 42866818 Gm23126 1435 0
ENSMUST00000188621.1 1 42952871 42955155 Gpr45 1438 0
ENSMUST00000158463.1 1 43036844 43036929 Gm24001 1443 0
ENSMUST00000095014.7 1 43047199 43098622 Tgfbrap1 1444 0
ENSMUST00000185980.1 1 43056266 43057134 Gm28782 1447 0
ENSMUST00000039080.3 1 43092587 43093835 8430432A02Rik 1453 0
ENSMUST00000010434.7 1 43098709 43115947 AI597479 1454 0
ENSMUST00000008280.13 1 43123073 43163961 Fhl2 1455 0
ENSMUST00000178557.1 1 43189155 43189638 Gm8210 1458 0
ENSMUST00000189899.1 1 43250155 43302925 Gm29040 1459 0
ENSMUST00000187749.1 1 43270682 43271135 Gm29610 1460 0
ENSMUST00000189199.1 1 43409583 43409963 Gm29041 1461 0
ENSMUST00000187435.6 1 43444578 43533632 Nck2 1462 0
ENSMUST00000194710.1 1 43488446 43490937 Gm37536 1466 0
ENSMUST00000193169.1 1 43560272 43561565 Gm38228 1469 0
ENSMUST00000027217.8 1 43730601 43742578 Ecrg4 1470 0
ENSMUST00000186289.1 1 43741960 43743895 Gm29155 1471 0
ENSMUST00000188753.1 1 43742914 43743526 Gm29157 1472 0
ENSMUST00000187764.1 1 43745783 43746282 Gm29156 1474 0
ENSMUST00000126008.7 1 43746965 43827800 Uxs1 1475 0
ENSMUST00000163003.1 1 43785909 43787188 Gm16103 1482 0
ENSMUST00000191395.1 1 43888050 43888595 Gm19587 1484 0
ENSMUST00000189286.1 1 43898293 43899109 Gm8241 1485 0
ENSMUST00000158223.1 1 43902927 43903052 Gm26352 1486 0
ENSMUST00000179961.1 1 43918776 43918886 Gm24180 1487 0
ENSMUST00000185579.6 1 43933646 43949405 Tpp2 1488 0
ENSMUST00000061421.3 1 44009407 44020006 Mettl21c 1498 0
ENSMUST00000161575.1 1 44018469 44018649 Gm15838 1501 0
ENSMUST00000238662.1 1 44055871 44079746 Gm8251 1502 0
ENSMUST00000027215.11 1 44086612 44102391 Tex30 1504 0
ENSMUST00000148542.7 1 44091462 44110045 Gm29247 1517 0
ENSMUST00000065767.8 1 44106545 44118808 Poglut2 1519 0
ENSMUST00000155917.7 1 44118956 44126566 Bivm 1524 0
ENSMUST00000188376.1 1 44147743 44149522 Ercc5 1530 0
ENSMUST00000054801.3 1 44204069 44218961 Mettl21e 1537 0
ENSMUST00000161563.1 1 44212161 44213118 Gm15833 1539 0
ENSMUST00000191483.1 1 44330047 44331036 Gm5700 1540 0
ENSMUST00000190951.1 1 44392808 44394447 Gm28893 1541 0
ENSMUST00000186385.1 1 44463922 44464231 Txn-ps1 1542 0
ENSMUST00000074525.9 1 44551510 44796838 Gulp1 1543 0
ENSMUST00000194332.1 1 44560884 44565447 Gm37626 1548 0
ENSMUST00000160955.1 1 44644278 44644698 Gm16102 1549 0
ENSMUST00000186732.1 1 44739675 44744949 4930521E06Rik 1551 0
ENSMUST00000194594.1 1 44756941 44758492 Gm38110 1552 0
ENSMUST00000190083.1 1 44839170 44839698 Gm3489 1553 0
ENSMUST00000185547.1 1 44873485 44874152 Gm19480 1554 0
ENSMUST00000188283.1 1 44924148 44924893 Gm3496 1555 0
ENSMUST00000189212.1 1 45178066 45179006 Gm5268 1556 0
ENSMUST00000129611.1 1 45311537 45325018 Col3a1 1557 0
ENSMUST00000198698.1 1 45311672 45311813 Gm47302 1560 0
ENSMUST00000086430.4 1 45374320 45503282 Col5a2 1565 0
ENSMUST00000192814.1 1 45485835 45493052 Gm38211 1569 0
ENSMUST00000185597.1 1 45513531 45514055 Gm8296 1570 0
ENSMUST00000186840.1 1 45519773 45520754 Gm7063 1571 0
ENSMUST00000185744.1 1 45602025 45602753 Gm8304 1572 0
ENSMUST00000179545.1 1 45685455 45685562 Gm23216 1573 0
ENSMUST00000083321.1 1 45746894 45747025 Gm23974 1574 0
ENSMUST00000187682.1 1 45768336 45769486 Gm8307 1575 0
ENSMUST00000157139.1 1 45772961 45773164 Gm23984 1576 0
ENSMUST00000027139.14 1 45795165 45823619 Wdr75 1577 0
ENSMUST00000191371.1 1 45833799 45836788 Gm28906 1586 0
ENSMUST00000153604.1 1 45857331 45857754 Gm5526 1587 0
ENSMUST00000184038.1 1 45889524 45890273 Gm5269 1588 0
ENSMUST00000190055.1 1 45905622 45906798 Gm18303 1590 0
ENSMUST00000027137.10 1 45908067 45925582 Slc40a1 1591 0
ENSMUST00000191295.1 1 45971181 45976975 Gm9496 1599 0
ENSMUST00000085632.3 1 45981547 45982012 Rpl23a-ps1 1600 0
ENSMUST00000182781.1 1 46011756 46012020 Gm3852 1601 0
ENSMUST00000051224.7 1 46020071 46030469 Stk-ps2 1602 0
ENSMUST00000189861.1 1 46056309 46058986 Gm18849 1606 0
ENSMUST00000188209.1 1 46066314 46067380 Dnah7b 1607 0
ENSMUST00000093689.1 1 46374196 46374315 n-R5s211 1615 0
ENSMUST00000188705.1 1 46414501 46416932 Gm8326 1616 0
ENSMUST00000189749.6 1 46425591 46807476 Dnah7c 1617 0
ENSMUST00000027131.5 1 46807543 46854046 Slc39a10 1622 0
ENSMUST00000189404.1 1 46849528 46850479 Gm28151 1626 0
ENSMUST00000195118.1 1 46877202 46881072 Gm37393 1627 0
ENSMUST00000185210.1 1 46896582 46896879 Gm28527 1628 0
ENSMUST00000186233.1 1 47067787 47068025 Gm28825 1629 0
ENSMUST00000190006.1 1 47153460 47189071 Gm28826 1630 0
ENSMUST00000121202.1 1 47365643 47366372 Gm4852 1631 0
ENSMUST00000195733.1 1 47433823 47435765 Gm38090 1632 0
ENSMUST00000183639.1 1 47467020 47467125 Mir6350 1633 0
ENSMUST00000187720.1 1 47478867 47480198 Gm18117 1634 0
ENSMUST00000194762.1 1 47605995 47606901 Gm37196 1635 0
ENSMUST00000187358.1 1 47657692 47659630 Gm8337 1636 0
ENSMUST00000178780.1 1 47749278 47749399 Gm22419 1637 0
ENSMUST00000157392.1 1 47751298 47751568 Gm23829 1638 0
ENSMUST00000186401.1 1 47914988 47915815 Gm19206 1639 0
ENSMUST00000181607.1 1 48313865 48314851 Gm5974 1640 0
ENSMUST00000083009.1 1 48462172 48462293 Gm23240 1641 0
ENSMUST00000188192.1 1 48527638 48527851 Gm28830 1642 0
ENSMUST00000189223.1 1 48731578 48733090 Gm8354 1643 0
ENSMUST00000191041.1 1 48783662 48784593 Gm19124 1644 0
ENSMUST00000181115.1 1 48881712 48882723 Gm8357 1645 0
ENSMUST00000175049.1 1 49095443 49095885 Gm22693 1646 0
ENSMUST00000186142.1 1 49173159 49173374 Gm28740 1647 0
ENSMUST00000186145.1 1 49236251 49237244 Gm8367 1648 0
ENSMUST00000056879.8 1 49244615 49338246 C230029F24Rik 1649 0
ENSMUST00000189810.1 1 49399023 49400729 Gm6757 1651 0
ENSMUST00000185858.1 1 49498552 49498992 Gm3605 1652 0
ENSMUST00000186262.1 1 49579149 49579586 Gm28388 1653 0
ENSMUST00000190905.1 1 50056781 50058490 Gm8384 1654 0
ENSMUST00000186016.1 1 50107469 50108962 4933411E06Rik 1655 0
ENSMUST00000185632.1 1 50177565 50178291 Gm8391 1656 0
ENSMUST00000184689.1 1 50222388 50222520 Gm27330 1657 0
ENSMUST00000191457.1 1 50397551 50398079 Gm29665 1658 0
ENSMUST00000187207.1 1 50533029 50533191 Gm20118 1659 0
ENSMUST00000122582.1 1 50559761 50560075 Gm25843 1660 0
ENSMUST00000187677.1 1 50815374 50817701 Gm28321 1661 0
ENSMUST00000186103.6 1 50900646 50913925 Tmeff2 1662 0
ENSMUST00000185627.1 1 50904443 50905918 Gm28322 1664 0
ENSMUST00000175165.1 1 51015312 51015413 Gm25736 1667 0
ENSMUST00000189560.1 1 51138280 51141222 Gm28319 1668 0
ENSMUST00000187777.1 1 51148308 51150581 Gm28320 1669 0
ENSMUST00000190705.1 1 51195220 51197748 Gm29325 1670 0
ENSMUST00000189867.1 1 51218385 51333779 9330175M20Rik 1671 0
ENSMUST00000051572.7 1 51289125 51302960 Cavin2 1672 0
ENSMUST00000187104.1 1 51317527 51318552 Gm5253 1673 0
ENSMUST00000189460.1 1 51457931 51458931 1700072G22Rik 1674 0
ENSMUST00000189542.6 1 51465861 51478399 Nabp1 1675 0
ENSMUST00000190169.1 1 51507085 51512329 Gm17767 1685 0
ENSMUST00000194442.1 1 51527004 51529369 Gm37535 1687 0
ENSMUST00000189576.1 1 51696323 51697900 Gm28055 1688 0
ENSMUST00000046390.13 1 51749764 51916071 Myo1b 1690 0
ENSMUST00000186428.1 1 51847839 51849118 Gm29453 1704 0
ENSMUST00000186817.1 1 51877109 51879608 Gm28323 1706 0
ENSMUST00000189886.1 1 51938253 51938665 Gm8419 1707 0
ENSMUST00000185162.1 1 51938973 51939095 Gm27607 1708 0
ENSMUST00000097103.4 1 51940663 51941261 Gm8420 1709 0
ENSMUST00000168302.7 1 51987147 52107189 Stat4 1710 0
ENSMUST00000185516.1 1 52077260 52156087 Gm28177 1713 0
ENSMUST00000105087.1 1 52090634 52091066 Gm3940 1714 0
ENSMUST00000210323.1 1 52108120 52113751 Gm31812 1716 0
ENSMUST00000186574.6 1 52119439 52155412 Stat1 1717 0
ENSMUST00000185261.1 1 52134442 52135330 Gm18301 1726 0
ENSMUST00000114513.8 1 52163447 52233223 Gls 1730 0
ENSMUST00000185256.1 1 52287696 52289095 Gm5975 1747 0
ENSMUST00000083258.1 1 52444435 52444544 Gm23460 1748 0
ENSMUST00000186764.6 1 52457293 52500300 Nab1 1749 0
ENSMUST00000180794.1 1 52503233 52504229 Gm5976 1754 0
ENSMUST00000191424.1 1 52522238 52522701 Rps27a-ps1 1755 0
ENSMUST00000189527.1 1 52522901 52582679 Gm553 1756 0
ENSMUST00000188544.1 1 52570013 52580291 Gm28178 1757 0
ENSMUST00000179821.2 1 52584517 52585159 Gm5527 1758 0
ENSMUST00000165859.7 1 52630702 52651919 Nemp2 1759 0
ENSMUST00000191873.1 1 52653807 52655892 Gm37242 1767 0
ENSMUST00000156876.7 1 52656285 52727462 Mfsd6 1768 0
ENSMUST00000190228.1 1 52702271 52704762 Gm29670 1774 0
ENSMUST00000188413.1 1 52756718 52757129 Gm28650 1775 0
ENSMUST00000027271.8 1 52785426 52817688 Inpp1 1776 0
ENSMUST00000186922.1 1 52844928 52848693 Hibch 1782 0
ENSMUST00000162523.1 1 52873136 52873998 Gm16107 1788 0
ENSMUST00000050567.10 1 52922323 52952844 1700019D03Rik 1790 0
ENSMUST00000027269.6 1 53061639 53068079 Mstn 1797 0
ENSMUST00000158709.1 1 53100049 53100150 Gm24349 1799 0
ENSMUST00000072235.9 1 53158576 53187636 1700019A02Rik 1800 0
ENSMUST00000027267.13 1 53189186 53297018 Pms1 1802 0
ENSMUST00000191402.1 1 53196112 53197695 Gm28777 1803 0
ENSMUST00000135746.7 1 53297094 53301953 Ormdl1 1811 0
ENSMUST00000190734.1 1 53297110 53318035 Gm28778 1813 0
ENSMUST00000027265.9 1 53313623 53326343 Osgepl1 1814 0
ENSMUST00000144660.2 1 53325506 53352667 Gm28551 1821 0
ENSMUST00000188688.6 1 53326205 53333343 Gm18800 1822 0
ENSMUST00000027264.9 1 53344616 53352752 Asnsd1 1824 0
ENSMUST00000236737.1 1 53348478 53352619 Asdurf 1828 0
ENSMUST00000189678.1 1 53362148 53362471 Gm28779 1830 0
ENSMUST00000186919.1 1 53363113 53363686 Gm6799 1831 0
ENSMUST00000190697.1 1 53390414 53392585 Gm6801 1832 0
ENSMUST00000094964.6 1 53397005 53706761 Dnah7a 1833 0
ENSMUST00000174916.1 1 53443270 53443395 Gm25240 1834 0
ENSMUST00000027263.13 1 53755505 53785224 Stk17b 1836 0
ENSMUST00000194911.1 1 53791200 53792657 Gm37863 1839 0
ENSMUST00000120904.7 1 53806875 54194048 Hecw2 1840 0
ENSMUST00000184834.1 1 53849423 53849495 Mir7681 1844 0
ENSMUST00000157324.1 1 53886827 53886941 Gm24251 1845 0
ENSMUST00000192858.1 1 54152396 54155096 Gm37633 1848 0
ENSMUST00000178275.1 1 54249101 54249208 Gm25829 1849 0
ENSMUST00000161988.1 1 54250682 54278961 Ccdc150 1850 0
ENSMUST00000041638.7 1 54396003 54438971 Gtf3c3 1855 0
ENSMUST00000210156.1 1 54443403 54456763 Gm34066 1858 0
